"Category","Disease","Gene Symbol","Type","PMID","Source"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTD-2349B8.1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTNNA2","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTNND1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTSB","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTSD","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTSO","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTU1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CXXC5","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CYB561","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CYFIP1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CYP26A1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CYP2A7","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CYTH4","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CYYR1","mRNA","30820047  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DAB1","mRNA","29860282  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DACH1","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DAPL1","mRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DCAF7","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DCDC2B","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DCHS2","mRNA","22005931  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DCTN6","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DDR1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DEAF1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DENND2B","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DENND3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DHCR24","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DIP2C","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DIRAS2","mRNA","30636644  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DISC1","mRNA","19118814  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DLGAP2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DLX3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DLX5","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DMTN","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DMXL1","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DNAJC15","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DOT1L","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DRD5","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DSCAML1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DSEL","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DSG2","mRNA","30617256  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DST","mRNA","26830138  30712078  ","EWAS AtlasGWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DUSP22","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DUSP8","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DVL2","mRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EDAR","mRNA","20885792  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EEF1D","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EEFSEC","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EFHD1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EIF2D","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EIPR1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ELMO1","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ELOVL1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ENKUR","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EP400","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EPC2","mRNA","21123754  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EPDR1","mRNA","24162737  30617256  31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EPHX1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EPN1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EPS8L2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ERBB4","mRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ESRP1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EXOC4","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","F2R","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","F2RL1","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","F7","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FAM118A","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FAM163A","mRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FAM178B","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FAM181A","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FAM207A","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FAM24B","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FAM53B","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FANCD2","mRNA","24755620  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FANCD2OS","mRNA","24755620  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FARP2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FAT1","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FBXL13","mRNA","30636644  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FBXL7","mRNA","26339675  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FBXO16","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FBXO40","mRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FERMT2","mRNA","24162737  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FGF17","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FKBP10","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FMC1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FMN2","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FN3K","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FNIP1","mRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FOXE1","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FOXK1","mRNA","25129075  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FOXN2","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FOXN3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FRMD4A","mRNA","22430674  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FXN","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FZD6","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GAB2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GABRA2","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GALK2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GATD3A","mRNA","25129075  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GCN1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GGACT","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GGN","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GJA3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GJB3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GLIS3","mRNA","23562540  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GLYAT","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GMDS","mRNA","25129075  30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GMNC","mRNA","23562540  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GNG7","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GOLM1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GP1BB","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GPA33","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GPC6","mRNA","23535033  33074286  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GPR141","mRNA","24162737  30617256  31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GPR87","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GPSM3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GPT","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GPX5","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GPX6","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GRAMD2B","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GRIA2","mRNA","8616634  ","EDK"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GRID1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GRIN2B","mRNA","31055733  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GRTP1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GUCY2D","mRNA","25129075  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","H6PD","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HACL1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HAUS3","mRNA","22159054  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HBEGF","mRNA","25778476  28183528  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HDAC9","mRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HEPN1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HEY2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HID1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HLA-DPA1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HLA-DQA1","mRNA","24162737  30617256  31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HLA-DQA2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HLA-DRB1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HLA-DRB5","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HOXA3","mRNA","25129075  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HS6ST1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HSD17B7","mRNA","30712078  ","EWAS Atlas"
